name;city;type;coord_X;coord_Y
Plateforme Sportive;Sain-Bel;Terrain de football;4.59147;45.81316
Zône Sportive et d'Animation Communale;Les Sauvages;Terrain de football;4.37672;45.92015
Ecole Sainte Marie;Les Sauvages;Terrain de football;4.37536;45.92452
Circuits de Randonnees - Place du 8 Mai;Savigny;Boucle de randonnée;4.576;45.81681
Circuits de Randonnee;Soucieu-en-Jarrest;Boucle de randonnée;4.69583;45.6781
Complexe Sportif;Soucieu-en-Jarrest;Terrain de basket-ball;4.6957;45.67738
Complexe Sportif;Soucieu-en-Jarrest;Salle multisports (gymnase);4.69579;45.6779
Complexe Sportif;Soucieu-en-Jarrest;Court de tennis;4.69644;45.67727
Circuits Randonnees - Place Nicolas Paradis;Saint-Andéol-le-Château;Boucle de randonnée;4.69392;45.5843
Circuits de Randonnee;Sainte-Catherine;Boucle de randonnée;4.5712;45.5979
Terrain de Boules;Sainte-Catherine;Terrain de boules;4.57163;45.59745
Zone Sportive;Sainte-Catherine;Terrain mixte;4.56751;45.59582
Terrain de Boule;Saint-Clément-les-Places;Terrain de boules;4.423296;45.751763
Terrains de Jeux;Saint-Clément-sur-Valsonne;Court de tennis;4.45036;45.92439
Terrains de Jeux;Saint-Clément-sur-Valsonne;Terrain de basket-ball;4.45072;45.92422
Terrains de Boules;Saint-Clément-sur-Valsonne;Terrain de boules;4.4514;45.92396
Sarl Ecurie du Quincieux;Sainte-Consorce;Manège;4.695921;45.776373
Circuits de Randonnees - Parking de la Mairie;Sainte-Consorce;Boucle de randonnée;4.69046;45.7748
Les Ecuries du Vallon;Sainte-Consorce;Manège;4.682368;45.784527
Les Ecuries du Vallon;Sainte-Consorce;Manège;4.682368;45.784527
Salle Polyvalente;Saint-Cyr-au-Mont-d'Or;Dojo / Salle d'arts martiaux;4.81758;45.81651
Jeu de Boules;Saint-Didier-au-Mont-d'Or;Terrain de boules;4.79411;45.83205
Espace Laurent Bonnevay;Saint-Didier-au-Mont-d'Or;Dojo / Salle d'arts martiaux;4.79529;45.81035
Collège Fromente;Saint-Didier-au-Mont-d'Or;Terrain de football;4.7936;45.80833
Collège Fromente;Saint-Didier-au-Mont-d'Or;Terrain de basket-ball;4.79532;45.80929
Jeu de Boules 2;Saint-Didier-sur-Beaujeu;Terrain de boules;4.54581;46.15616
Place du Village;Saint-Didier-sur-Beaujeu;Boucle de randonnée;4.5457;46.15647
Maison des Trois Espaces;Saint-Fons;Salle de gymnastique sportive;4.85578;45.69744
Salle de Billard;Saint-Fons;Salle de billard;4.85214;45.70787
Terrain Multisports Casanova;Saint-Fons;Plateau EPS/Multisports/city-stades;4.86288;45.70987
Complexe Carnot;Saint-Fons;Terrain de football;4.8648;45.70706
Cosec Léo Lagrange;Saint-Fons;Aire de saut;4.853306;45.695
Stade de la Cressoniere;Saint-Fons;Court de tennis;4.85468;45.70408
Ecole Jules Vallès;Saint-Fons;Dojo / Salle d'arts martiaux;4.85771;45.7064
Gymnase Frison Roche;Saint-Fons;Salle multisports (gymnase);4.85953;45.68957
Théâtre Jean Marais;Saint-Fons;Salles polyvalentes / des fêtes / non spécialisées;4.861992;45.708151
Terrains de Boules;Sainte-Foy-l'Argentière;Terrain de boules;4.47256;45.70781
Terrains de Boules;Sainte-Foy-l'Argentière;Terrain de boules;4.47223;45.70792
Complexe Marius Bourrat;Sainte-Foy-lès-Lyon;Terrain de boules;4.803781;45.741994
Tennis Club Fidésien;Sainte-Foy-lès-Lyon;Court de tennis;4.798949;45.739197
Gymnase du Plan du Loup;Sainte-Foy-lès-Lyon;Salle multisports (gymnase);4.788356;45.734732
Ecole de la Graviere;Sainte-Foy-lès-Lyon;Piste d'athlétisme isolée;4.779112;45.73149
Collège le Plan du Loup;Sainte-Foy-lès-Lyon;Salle multisports (gymnase);4.7902;45.73393
Collège le Plan du Loup;Sainte-Foy-lès-Lyon;Piste d'athlétisme isolée;4.790496;45.73398
Arcade;Sainte-Foy-lès-Lyon;Salle de cours collectifs;4.806592;45.749286
Terrain Omnisports Poncet;Saint-Genis-l'Argentière;Court de tennis;4.48754;45.70979
Terrain Omnisports Poncet;Saint-Genis-l'Argentière;Skate park;4.4872;45.71009
Lycée Préssin;Saint-Genis-Laval;Terrain de football;4.776622;45.708902
Ems du Champlong;Saint-Genis-Laval;Plateau EPS/Multisports/city-stades;4.8041;45.69358
Stade de Beauregard;Saint-Genis-Laval;Terrain de football;4.78792;45.69079
Stade de Beauregard;Saint-Genis-Laval;Terrain de football;4.786904;45.690022
Complexe Sportif Henri Fillot;Saint-Genis-Laval;Terrain de football;4.78864;45.68357
Complexe Sportif Henri Fillot;Saint-Genis-Laval;Court de tennis;4.78818;45.68364
Gymnase de la Vuldy;Saint-Genis-les-Ollières;Salle de gymnastique sportive;4.72351;45.75642
Stade Louison Bobet;Saint-Genis-les-Ollières;Court de tennis;4.73328;45.76836
Stade Louison Bobet;Saint-Genis-les-Ollières;Terrain de boules;4.73394;45.76905
Parc Montchervet;Saint-Georges-de-Reneins;Terrain de football;4.72415;46.06021
Stade Jean Lacaze;Saint-Germain-au-Mont-d'Or;Court de tennis;4.81193;45.88268
Plateau Sportif du Colombier;Saint-Germain-Nuelles;Court de tennis;4.60848;45.84823
Plateau Sportif du Colombier;Saint-Germain-Nuelles;Terrain de boules;4.6096;45.84833
Circuits de Randonnee - Place du Village;Saint-Germain-Nuelles;Boucle de randonnée;4.62419;45.8486
Circuits de Randonnees - le Bourg;Saint-Germain-Nuelles;Boucle de randonnée;4.61194;45.853
Stade Municipal;Saint-Jean-la-Bussière;Terrain de football;4.32347;45.99771
Complexe Sportif la Buissoniere;Saint-Jean-la-Bussière;Salle de danse;4.32282;45.99696
Zone Sportive;Saint-Jean-la-Bussière;Skate park;4.32395;45.996666
Boulodrome;Saint-Julien-sur-Bibost;Terrain de boules;4.52307;45.80304
Stade Municipal des Gouttes;Saint-Julien-sur-Bibost;Terrain de football;4.52307;45.80304
Salle Polyvalente;Saint-Julien-sur-Bibost;Salles polyvalentes / des fêtes / non spécialisées;4.51876;45.80366
Stade la Fouillouse;Saint-Just-d'Avray;Terrain de football;4.45729;46.00524
Stade la Fouillouse;Saint-Just-d'Avray;Court de tennis;4.45869;46.00463
Stade de Football;Saint-Lager;Terrain de football;4.67503;46.11095
Zone Sportive de l'Etang;Saint-Laurent-d'Agny;Court de tennis;4.6913;45.64134
Salle Polyvalente;Saint-Laurent-de-Chamousset;Salle multisports (gymnase);4.46167;45.73995
Plateau Sportif;Saint-Laurent-de-Chamousset;Plateau EPS/Multisports/city-stades;4.47229;45.7347
Escapad- Centre Aquatique et de Loisirs du Canton de Saint Laurent de Chamousset;Saint-Laurent-de-Chamousset;Bassin d'exercices aquatiques;4.45693;45.74068
Escapad- Centre Aquatique et de Loisirs du Canton de Saint Laurent de Chamousset;Saint-Laurent-de-Chamousset;Salle de cours collectifs;4.45693;45.74068
Boulodrome;Saint-Laurent-de-Chamousset;Terrain de boules;4.4657;45.73766
Carrières des Chevauchées du Lyonnais;Saint-Laurent-de-Chamousset;Piste de course sur le plat;4.48326;45.73549
Aire de Jeux;Saint-Marcel-l'Éclairé;Terrain de football;4.43117;45.87724
Stade Municipal;Saint-Martin-en-Haut;Terrain de football;4.55834;45.65748
Salle de Gymnastique;Saint-Martin-en-Haut;Salle de gymnastique sportive;4.55946;45.65992
Magic Lena'S Ranch;Chabanière;Carrière;4.631365;45.590621
Courts de Tennis;Chabanière;Mur de tennis;4.63865;45.58804
Courts de Tennis;Chabanière;Court de tennis;4.63868;45.58777
Complexe Sportif de Saint Pierre la Palud;Saint-Pierre-la-Palud;Terrain de boules;4.61266;45.79518
Salle Polyvalente;Saint-Romain-de-Popey;Terrain de boules;4.53212;45.84547
Stade Pierre Nove-Josserand;Saint-Romain-de-Popey;Terrain de football;4.53539;45.84747
Salle Polyvalente;Saint-Romain-en-Gal;Salle multisports (gymnase);4.85798;45.53608
Tennis et Salle des Associations;Taluyers;Court de tennis;4.71783;45.63746
Centre Nautique Aquaval;Tarare;Salle de cours collectifs;4.44665;45.89005
Complexe Sportif de la Plata;Tarare;Salle multisports (gymnase);4.44434;45.8942
Complexe Sportif Leon Masson;Tarare;Terrain de handball;4.4469;45.88915
Complexe Sportif Leon Masson;Tarare;Court de tennis;4.44474;45.89001
Complexe Sportif Leon Masson;Tarare;Stade d’athlétisme;4.45069;45.88937
Complexe Sportif Leon Masson;Tarare;Court de tennis;4.44506;45.88998
Terrain de Petanque 2;Tarare;Terrain de pétanque;4.4415;45.88698
Complexe Ast;Tarare;Terrain de basket-ball;4.42298;45.89467
Wellness Sport;Tassin-la-Demi-Lune;Salle de musculation/cardiotraining;4.78119;45.76389
Wellness Sport;Tassin-la-Demi-Lune;Salle de cours collectifs;4.780851;45.763844
Institution Privée St Joseph (École, Collège, Lycée);Tassin-la-Demi-Lune;Terrain de handball;4.758765;45.75982
City Stade;Tassin-la-Demi-Lune;Plateau EPS/Multisports/city-stades;4.78172;45.757753
Complexe Sportif des Genetières;Tassin-la-Demi-Lune;Salle multisports (gymnase);4.77194;45.75922
Espace Sportif des Coquelicots;Tassin-la-Demi-Lune;Terrain de basket-ball;4.74947;45.76651
Stade du Sauze;Tassin-la-Demi-Lune;Terrain de football;4.75633;45.76527
Stade du Sauze;Tassin-la-Demi-Lune;Terrain de football;4.75609;45.76622
Stade de Football;Ternand;Terrain de football;4.52986;45.94791
Terrain de Boules;Theizé;Terrain de boules;4.6159;45.93827
Stade Chaboud;Thizy-les-Bourgs;Skate park;4.31061;46.02412
City Stade Monnet;Thizy-les-Bourgs;Plateau EPS/Multisports/city-stades;4.30025;46.03693
Centre d'Activites Polyvalent;Thizy-les-Bourgs;Terrain de boules;4.2945;46.0346
Collège Sainte Thérèse;Thizy-les-Bourgs;Terrain de basket-ball;4.30029;46.0342
Parking de la Mairie;Thurins;Boucle de randonnée;4.64082;45.6826
Complexe Sportif et Associatif;Trèves;Court de tennis;4.69083;45.52632
Boulodromes;Vaugneray;Terrain de boules;4.68374;45.73897
Piscine Intercommunale;Vaugneray;Bassin sportif de natation;4.68259;45.7391
Boucles de Randonnees - Parking de la Mairie;Vaugneray;Boucle de randonnée;4.63129;45.715
Groupe Scolaire Makarenko;Vaulx-en-Velin;Plateau EPS/Multisports/city-stades;4.92685;45.77923
Groupe Scolaire Frederico Garcia Lorca;Vaulx-en-Velin;Plateau EPS/Multisports/city-stades;4.92709;45.77751
Groupe Scolaire Henri Wallon;Vaulx-en-Velin;Plateau EPS/Multisports/city-stades;4.9136;45.7893
Palais des Sports Jean Capievic;Vaulx-en-Velin;Structure Artificielle d'Escalade;4.9211;45.77897
Palais des Sports Jean Capievic;Vaulx-en-Velin;Salle de gymnastique sportive;4.9211;45.77897
Terrain de la Mjc;Vaulx-en-Velin;Terrain de basket-ball;4.91783;45.78278
Tennis Couverts;Vaulx-en-Velin;Court de tennis;4.93305;45.77706
Stade Jomard;Vaulx-en-Velin;Terrain de football;4.93435;45.77499
Stade Jomard;Vaulx-en-Velin;Terrain de football;4.9341;45.77418
Collège Aimé Césaire;Vaulx-en-Velin;Piste d'athlétisme isolée;4.91604;45.78356
Collège Aimé Césaire;Vaulx-en-Velin;Terrain de basket-ball;4.91604;45.78356
Cervelieres;Vaulx-en-Velin;Terrain de football;4.91676;45.7818
Segapal/Parc de Miribel-Jonage;Vaulx-en-Velin;Site d'activités aquatiques et nautiques;4.95068;45.8056
Segapal/Parc de Miribel-Jonage;Vaulx-en-Velin;Structure Artificielle d'Escalade;4.93227;45.80123
Segapal/Parc de Miribel-Jonage;Vaulx-en-Velin;Structure Artificielle d'Escalade;4.95037;45.79814
Segapal/Parc de Miribel-Jonage;Vaulx-en-Velin;Court de tennis;4.943012;45.798935
Salle de Forme Pole Aviron;Vaulx-en-Velin;Salle de cours collectifs;4.941092;45.797952
Entpe;Vaulx-en-Velin;Court de tennis;4.9252;45.77941
Stade de Football du Moulin;Vaux-en-Beaujolais;Terrain de boules;4.58457;46.05099
Gymnase Jules Guesde;Vénissieux;Salle de gymnastique sportive;4.88764;45.71148
Gymnase du Centre;Vénissieux;Salle de musculation/cardiotraining;4.88235;45.70455
Gymnase Jacques Brel;Vénissieux;Salle multisports (gymnase);4.88012;45.69588
Collège Elsa Triollet;Vénissieux;Salles polyvalentes / des fêtes / non spécialisées;4.86681;45.69662
Collège Elsa Triollet;Vénissieux;Terrain de handball;4.86722;45.69695
Collège Elsa Triollet;Vénissieux;Piste d'athlétisme isolée;4.86741;45.69654
Collège Louis Aragon;Vénissieux;Plateau EPS/Multisports/city-stades;4.88825;45.69345
Collège Louis Aragon;Vénissieux;Terrain de handball;4.88834;45.69209
Plaine de Jeux des Etats Unis;Vénissieux;Terrain de football;4.87695;45.72114
Stade A.Delaune;Vénissieux;Terrain de football;4.86965;45.692
Complexe Sportif Delaune;Vénissieux;Mur de tennis;4.8726;45.69398
Parc de Parilly;Vénissieux;Piste d'athlétisme isolée;4.89636;45.71838
Parc de Parilly;Vénissieux;Terrain de football;4.89689;45.72073
Complexe Sportif;Vernaison;Court de tennis;4.81544;45.64804
Complexe Sportif;Vernaison;Court de tennis;4.81544;45.64804
Gymnase de Garet;Villefranche-sur-Saône;Salle multisports (gymnase);4.72822;45.99603
Complexe Sportif Saint Exupery;Villefranche-sur-Saône;Salle multisports (gymnase);4.70817;45.99135
Complexe Sportif Saint Exupery;Villefranche-sur-Saône;Terrain de football;4.7085;45.99227
Stade Montmartin;Villefranche-sur-Saône;Terrain de football;4.7123;46.00085
Stade Montmartin;Villefranche-sur-Saône;Aire de lancer;4.7126;46.00031
Hall Bointon;Villefranche-sur-Saône;Salle multisports (gymnase);4.72093;45.99638
Maison d'Arrêt de Villefranche;Villefranche-sur-Saône;Terrain de football;4.72581;45.99698
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Terrain de football;4.71194;45.99316
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Terrain de handball;4.71331;45.99275
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Aire de lancer;4.71236;45.99319
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Terrain de basket-ball;4.71351;45.99328
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Terrain de handball;4.71295;45.99301
Lycée et Collège Notre Dame de Mongré;Villefranche-sur-Saône;Terrain de handball;4.71331;45.99275
Aire de Loisirs;Villefranche-sur-Saône;Terrain de pétanque;4.74297;45.97734
Espace Jeux Détente Loisirs;Ville-sur-Jarnioux;Terrain de pétanque;4.60527;45.96184
Piscine des Gratte-Ciel;Villeurbanne;Bassin mixte de natation;4.87917;45.76567
Complexe Sportif Colette Besson et Terrains de Tennis Extérieur Siuaps;Villeurbanne;Salle multisports (gymnase);4.87289;45.78516
Gymnase B Siuaps Secteur Insa;Villeurbanne;Plateau EPS/Multisports/city-stades;4.88304;45.78544
Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Piste d'athlétisme isolée;4.87784;45.7855
Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Terrain de rugby;4.87879;45.78604
Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Salle multisports (gymnase);4.87289;45.78516
Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Court de tennis;4.87846;45.78441
Lycée Professionnel Marie Curie;Villeurbanne;Salles polyvalentes / des fêtes / non spécialisées;4.89622;45.76145
Collège Privé Immaculée Conception;Villeurbanne;Terrain de basket-ball;4.88978;45.75785
Collège Privé Immaculée Conception;Villeurbanne;Terrain de basket-ball;4.88978;45.75785
Lycée Frédéric Faÿs;Villeurbanne;Salle multisports (gymnase);4.903;45.762
Lycée Frédéric Faÿs;Villeurbanne;Salle de tennis de table;4.9028;45.76249
Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86056;45.78208
Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86046;45.77987
Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86056;45.78208
Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86097;45.78026
Wellness Villeurbanne;Villeurbanne;Salle de cours collectifs;4.88024;45.7634
Stade Severine;Villeurbanne;Terrain de football;4.91466;45.7553
Complexe B Granger;Villeurbanne;Terrain de boules;4.90074;45.7624
Complexe B Granger;Villeurbanne;Salle de gymnastique sportive;4.90092;45.76194
Complexe B Granger;Villeurbanne;Terrain de football;4.90324;45.76311
Complexe B Granger;Villeurbanne;Court de tennis;4.90065;45.76143
Complexe B Granger;Villeurbanne;Court de tennis;4.90065;45.76143
Complexe des Brosses;Villeurbanne;Dojo / Salle d'arts martiaux;4.91789;45.74959
Complexe des Brosses;Villeurbanne;Terrain de boules;4.91808;45.75042
Centre Nautique E.Gagnaire;Villeurbanne;Salle de gymnastique sportive;4.90909;45.76702
Piscine Andre Boulloche;Villeurbanne;Bassin mixte de natation;4.87682;45.77188
Salle Vap;Villeurbanne;Salle de lutte;4.88392;45.76482
Stade Marie Thérese Eyquem;Villeurbanne;Stade d’athlétisme;4.90089;45.77901
Stade des Peupliers;Villeurbanne;Terrain de football;4.90031;45.7774
Stade des Peupliers;Villeurbanne;Dojo / Salle d'arts martiaux;4.90194;45.77929
Complexe Dominique Mateo;Villeurbanne;Terrain de football;4.88598;45.78017
Gymnase du Tonkin;Villeurbanne;Salle multisports (gymnase);4.86471;45.77629
Complexe des Iris;Villeurbanne;Court de tennis;4.89756;45.76794
Ecole Edouard Herriot;Villeurbanne;Salle multisports (gymnase);4.8746;45.76578
Ecole Albert Camus;Villeurbanne;Plateau EPS/Multisports/city-stades;4.91075;45.75453
Circuits de Randonnée;Vourles;Boucle de randonnée;4.77391;45.66
Complexe Sportif Richard Vitton;Vourles;Court de tennis;4.76702;45.66197
Complexe Sportif Richard Vitton;Vourles;Court de tennis;4.76702;45.66197
Complexe Sportif;Yzeron;Site d'activités aquatiques et nautiques;4.581112;45.708708
Circuits de Randonnees - Place du Village;Yzeron;Boucle de randonnée;4.59043;45.7077
Circuits de Randonnees - Place du Village;Yzeron;Boucle de randonnée;4.61714;45.7067
Circuits de Randonnees;Chaponnay;Boucle de randonnée;4.93475;45.6291
Complexe Sportif Gilles Laforêt;Chaponnay;Court de tennis;4.92954;45.63688
Complexe Sportif R.Tisserand;Chassieu;Terrain de football;4.97667;45.73269
Complexe Sportif R.Tisserand;Chassieu;Dojo / Salle d'arts martiaux;4.97502;45.73333
Chassieu Tennis;Chassieu;Court de tennis;4.95829;45.74705
Chassieu Tennis;Chassieu;Court de tennis;4.95828;45.74763
Chassieu Tennis;Chassieu;Court de tennis;4.95829;45.74705
Complexe Sportif du Raquin;Chassieu;Terrain de football;4.98098;45.74082
Stade Municipal;Communay;Terrain de football;4.85061;45.60669
Terrain de Tennis;Communay;Court de tennis;4.83089;45.59954
Salle Polyvalente;Communay;Dojo / Salle d'arts martiaux;4.84798;45.60671
Gymnase des Roses;Corbas;Salle ou terrain de squash;4.91393;45.67539
Gymnase des Roses;Corbas;Salle de boxe;4.91393;45.67539
Complexe Sportif des Taillis;Corbas;Salle multisports (gymnase);4.91172;45.66266
Complexe Sportif des Taillis;Corbas;Court de tennis;4.9129;45.66441
Collège René Cassin;Corbas;Piste d'athlétisme isolée;4.90128;45.65577
Gymnase Charlie Chaplin;Décines-Charpieu;Salle de boxe;4.97325;45.77431
Centre Nautique;Décines-Charpieu;Bassin sportif de natation;4.95326;45.76383
Stade Youri Djorkaeff;Décines-Charpieu;Terrain de football;4.94144;45.77179
Gymnase Becquerel;Décines-Charpieu;Salles polyvalentes / des fêtes / non spécialisées;4.97749;45.76806
Poney Club de la Rize;Décines-Charpieu;Carrière;4.96642;45.78763
Collège Privé Jeanne d'Arc;Décines-Charpieu;Salles polyvalentes / des fêtes / non spécialisées;4.96224;45.764
Boulodrome Claude Balestra;Feyzin;Terrain de boules;4.85875;45.67523
Terrain de Proximité;Feyzin;Plateau EPS/Multisports/city-stades;4.85463;45.66227
Complexe Sportif Jean Bouin;Feyzin;Salle de boxe;4.8447;45.66505
Courts de Tennis Extérieur;Feyzin;Court de tennis;4.86218;45.67218
Complexe Peyronnet;Genas;Terrain de football;5.01065;45.72557
Collège Louis Leprince Ringuet;Genas;Plateau EPS/Multisports/city-stades;5.01079;45.73112
Ecole Elémentaire;Genay;Salle de danse;4.839;45.89756
Complexe Sportif Agora;Jonage;Salle multisports (gymnase);5.05111;45.79174
Complexe Sportif Agora;Jonage;Court de tennis;5.05101;45.7915
Site d'Aéromodelisme;Jonage;Site d'aéromodélisme;5.02789;45.80099
